ground_truth,LSTM-Enc-Dnc,CONV1D-DENSE,CONV1D-LSTM,AttnLSTM
15961,14731.055200971665,15362.8274955675,14900.726121544842,12932.120888277888
18422,16496.190399870276,16358.74832033366,15402.447830632329,15352.30771921575
21270,18953.644054610282,18493.389313176278,18016.76364608854,18025.506281282753
22262,20291.37103850022,18295.92006827145,19919.4696880579,19507.294157164404
22786,22082.05674751848,19842.49550066284,21672.22694477439,21027.152588754892
22169,22438.129088677466,21395.38374050334,22113.68965573609,21539.635834299028
21155,22249.90775174648,20995.96641116589,22086.97516414523,21420.18327599764
20120,21318.813818778846,19778.16727557825,21286.43621352315,20584.633856223896
20428,20324.775394249707,18798.61122662016,20217.878156468272,19926.32616376225
20309,19543.28109224094,19019.4102121545,19279.690695881844,19119.975846222602
20059,19849.121567016,18117.191611208014,19941.087362751365,19042.008613867685
19055,19582.57382484479,17806.587104655802,19766.30940595269,18362.847177986056
15481,19002.263165028766,17881.30499214679,19087.92777780071,17757.961059693247
12535,17840.709879171103,18136.384239342064,17919.144536294043,16340.846393339336
10134,14596.833085730672,15442.03546384722,14926.985415063798,12701.680295154452
7568,12025.000769093633,12472.944285959004,12821.923245489597,9846.399438530207
5619,10383.074753507972,11193.096656650305,11130.88080318272,7553.867782592773
4342,8753.555002242327,9166.690319657326,8862.313179671764,5395.614594191313
3604,7596.783121019602,7776.0172888338575,7457.438202589748,3839.0836201012135
2822,6996.754395365715,7366.029524475336,6775.701569020748,2839.022507548332
2379,6710.654085725546,7094.034223467112,6395.769140601158,2239.7681149840355
2121,6165.683596134186,6509.661508470774,6027.17958241701,1812.282525062561
2130,5845.033782035112,6342.954485028982,5975.564383983612,1622.3875541687012
1968,5772.753350287676,6295.662938326595,6123.8579300642,1615.1020491719246
2339,6088.545771747828,6360.113612860439,6381.91289961338,1764.6569523215294
4306,6428.143972039223,6581.391848385335,6470.782512664795,2175.788113504648
6575,7387.937428086996,7913.048551380633,6894.682578325273,3140.225232243538
11896,10012.679586037992,9884.060290426016,9157.318903803824,6342.506002515554
15030,12334.585094720125,13162.378701418638,11688.213759973645,10539.221999228
18687,16645.124551832676,16792.036152772605,15928.070212312043,14390.803255662322
19710,18905.94190990366,19633.781057663386,18211.47016863525,17230.895562894642
19585,20399.960086049512,19295.850008448582,19506.0724638626,18151.190585862845
18438,20313.628589123487,19504.2507043886,19705.778573699296,18590.130874667317
17398,19183.993038756773,19666.65944649384,18736.85765175894,17739.131071716547
16241,17755.02504672855,19595.07973217604,17685.590989839286,16994.822076119483
15905,16856.716616198417,18678.383459286764,17270.534730721265,15599.583341479301
14690,16378.139349423347,17644.941276453435,16915.081534855068,16090.305841736495
16203,16423.95055345446,17090.175706863403,17164.163934327662,15381.409445852041
16711,15765.760127782822,16135.163436464964,15898.679132699966,15751.022980712354
16013,16446.828125312924,18249.354385845363,17461.590763278306,16395.81820308417
15725,16840.568325906992,18861.1722743921,17757.124242711812,16031.905593402684
16432,16321.376821413633,17327.652745358646,16220.128974199297,15281.108784362674
17190,16387.76099282503,17530.154571384188,16022.181756719949,15787.79387512058
17571,17370.992769863456,19113.263207561336,17149.164588496093,16767.564949691296
18184,17941.967507742345,19593.363396020726,17748.09575831145,17336.4286663644
16484,17503.5434409976,19570.714554623817,17653.640406508,17095.36128592491
14774,17109.908061511815,18957.980261515826,18006.076272755858,16792.4717881307
13800,15093.170668810606,18010.82388061285,16507.886566877358,14457.746278330684
15971,14704.792987644672,15541.998595528303,15321.603893913327,13701.343145892024
19384,16924.553100123998,16024.2510246709,15505.7918080315,16671.584436163306
21649,19907.214505554643,19544.239158813027,18581.09903248772,19723.813780805795
23102,21591.413958020512,19900.151124953758,21347.353044398133,21814.32217637822
23464,22727.865143276747,21952.69406878203,22366.16779194772,23197.807953745127
23343,23335.024624101818,23228.045777685944,23043.521209701896,23992.418234162033
23197,22857.446223653853,22237.773321554057,22834.881655216217,23632.457876630127
23120,22222.448125146333,21653.679740205407,22474.466391593218,22967.435392148793
23208,22081.586074464023,21783.464185211807,22380.485946565863,22796.769109018147
23188,22276.892617560923,21819.85156283528,22287.584078624845,22769.21166884899
22638,22424.921921014786,21807.356828331947,22256.984490469098,22552.85768956691
21501,22142.16858731956,21626.12463588268,22050.737426683307,22095.800575897098
20719,21252.167448606346,20546.242249373347,21213.60656588525,20996.051961541176
17877,19881.050324782263,18836.504568230357,19739.67812889069,19203.22891654726
14367,18921.684346878897,18763.779157739133,18894.983797371387,18055.748046964407
11118,16261.572437398137,18108.971767641604,16048.964279837903,14488.978296905756
8733,13291.551592633128,12916.85554793477,13381.866510659456,11247.506695330143
6954,10785.799203410743,11075.05465760827,10984.458854049444,8607.900962620974
5898,9420.997423619032,9926.003332778811,9487.065671801569,6522.408222407103
4541,8568.477714598179,8933.57401445508,8378.089880108833,4926.876788496971
3834,8108.43509721756,8272.566849976778,7712.660958349705,3864.2710520923138
3143,7165.321920484304,7443.424291968346,6853.742198050022,2989.6063510477543
3295,6809.371627300978,7072.341217726468,6546.214001238346,2490.2491025030613
2652,6463.671028226614,6686.307558447123,6423.628780901432,2218.6567350029945
2541,6766.824184685946,6914.575814396143,6846.141353785993,2303.166490703821
4585,6454.834521204233,6617.633673578501,6640.07064640522,2574.9947786927223
6626,6709.4861625134945,7577.716774582863,6711.297611415384,3263.079074919224
11854,9802.40377113223,10081.983565479517,9121.622498750688,6359.208472371101
15913,12476.320751965046,13442.158794596791,11607.181495636702,11092.738766923547
19574,16608.915136508644,17185.0811470747,15815.956883475183,14355.49810488522
20898,19697.94595142408,19670.351580245537,18856.726428695023,18325.886934027076
20859,21292.110860429704,19172.21986181289,20191.9371220246,19630.05396605382
19707,21176.808809243146,19815.436033753213,20494.84910234064,19798.983791445848
18495,20113.54494810849,19198.728616430424,19808.550560705364,19116.959283053875
17096,18710.64113342762,19182.1640710067,18667.30417472124,18178.097200822085
16561,17684.4198548384,19122.649258952588,18005.137408483773,16884.629397004843
16496,17014.17222789675,17845.916042879224,17403.146133862436,16898.272200025618
17310,16958.203887671232,17580.470309253782,17639.854532893747,16189.34339427203
17354,17076.335816800594,18314.954004839066,17719.473026182506,18056.60121487081
16305,17397.797629512846,18620.199276747186,18141.144694354385,17820.19224215299
16685,17215.43109164387,18931.08233298548,17636.847422603518,16412.059051290154
18077,16455.097605615854,17372.269309934232,16350.25693462044,15567.007043287158
18375,17031.04638246447,18467.268856529143,16983.791041381653,16745.809168078005
18633,18542.83451028168,19789.806871304754,18733.932442083955,18419.370135746896
18401,18684.03642661869,19433.960121813696,18400.86731225997,18621.133031355217
17079,18257.563134141266,19367.66131828958,18126.795443780717,18269.232292924076
15582,17071.583245269954,19106.18015475385,17924.450557436794,17114.578586436808
14719,15332.010673694309,17947.03950627148,16866.96893813461,15152.460290670395
17569,15144.316654093564,16222.267733581364,15999.133084110916,14654.363815233111
21013,17404.061201699078,16758.699244588614,16092.875272803009,17248.25615748018
23696,21338.71990200505,19842.26352191484,19752.35973110795,21177.249846246094
25758,22960.001852884892,21086.80660265684,22366.552622646093,23477.02014426142
27289,24474.31795049459,24800.24064591527,23792.960599988706,25160.617952033877
28107,25574.186568960547,26347.393196612597,24823.93430411816,26349.901895672083
27308,26081.108456149697,26584.808627158403,25427.73658967018,26851.483453974128
26570,26279.097718864683,27358.00824727118,25810.348817899823,26930.72937975824
25935,25595.671100407842,26499.27051506937,25183.68209962547,26314.449586570263
26432,25283.90859799087,25862.726086229086,24826.180804416537,26065.176815614104
26739,24922.776229515668,24868.598023593422,24464.939819082618,25480.804100617766
26874,25216.90133954585,25149.28442518413,25160.005960270762,25655.34672088921
26928,24974.77801053226,25841.109579458836,25402.192941099405,25441.765683293343
26000,24645.613452255726,26114.77676254511,25413.508949100968,25292.603786304593
25778,24244.29430595785,25794.913544729352,25285.72004689276,24957.884001269937
23304,23097.726569838822,24029.02445139736,24263.112760692842,23663.50886710733
21318,22884.30028206855,24157.547393344346,24110.929446354512,23313.640826031566
19024,20273.04603132233,19139.92503311485,21498.651656903327,20533.430204732344
17022,19196.367112193257,18769.530887577683,19452.562310017645,18766.49436022155
14733,16763.334439836442,18431.66654228978,17343.289193302393,16493.051314257085
12593,15389.356287367642,16199.179643563926,15687.739353448153,14421.934832841158
11048,13159.449550002813,14697.468941181896,13911.367857307196,11893.191875189543
9364,11548.1038518399,13042.201738744972,12151.902049660684,9239.189153045416
5209,10498.31724061072,12191.4631126225,11145.38932928443,7350.715715318918
3683,9533.030457735062,10594.079352498056,9835.392930179834,5617.062178581953
3329,6717.827470093966,6580.126987546682,7087.097927510738,3594.0054453611374
3714,5910.24944627285,7055.908538132907,6676.822854042053,3296.654531419277
4531,6821.06721034646,7880.037201792002,7106.800792098044,3869.2008559703827
4803,7690.240336447954,9324.032934784893,7341.790446132421,4618.249575942755
7049,8476.08681306243,9256.822457700968,8176.894084215163,5446.4227576851845
8363,9040.544101446867,9736.752471536398,8364.356271058321,6127.013658583164
11899,11042.313098281622,12328.029541730879,10897.360396549106,8365.043009907007
13522,12933.519476324322,13175.6521487236,12375.183273494244,11239.619125917554
18164,15440.882723636923,16419.574345178902,15087.112067148091,13532.857375398278
17645,16984.327410116788,17425.66705117002,16477.638523608446,16037.568269096315
20056,19576.71515703713,19316.692547105253,19270.033430822194,18101.81342028454
20270,19683.562028130047,19331.054279858246,18762.835183802992,19355.33014778234
22865,20042.032571863383,19515.070363273844,19574.6377318725,19370.63061706582
22951,20428.460989188403,19611.234920513933,20020.41913089156,21571.030194200575
23387,21870.53665642068,20777.06825715676,22125.00391185284,22748.822941355407
23069,22165.659318864346,21357.20914838463,22207.272422909737,23844.25315963477
23298,22125.31720725447,21068.41735970229,22442.815672546625,23381.526362732053
21817,21821.343876719475,20936.99285852537,22261.200693264604,23101.84233123809
21565,21844.363643229008,20688.857717772946,22583.336689651005,23338.26853082329
21729,20399.29517276585,19572.07463770185,20882.559023410082,21534.911292925477
22838,20035.16503738612,19572.07463770185,20642.730663508177,21657.820465963334
21068,20154.34466663189,19512.64028004557,20928.923823043704,21548.37175393477
19920,21352.55001071096,21035.036654397845,22096.10306800902,22420.521770313382
20715,19592.689718750767,19571.921019301863,19644.008866898715,19355.417833267245
23595,20126.44568191841,20212.888642515987,18220.352516643703,18832.432822937146
26044,21516.210652444508,20331.369342714548,19860.846366390582,22586.393728658557
27286,24073.216913856566,22124.812080465254,22970.522505179048,25902.80921086669
28804,25331.57971973717,26334.365013182163,24758.18548293412,27754.03173774481
27773,25826.717261716723,27133.974296927445,25481.585441246632,28506.79211768508
24985,26698.105354189876,27785.49325323105,26229.81603100896,29304.661779806018
23291,25314.378546670083,25534.644776731733,25200.24558661878,27538.53005042672
23719,23408.00610175729,22953.284250549965,23122.53179895878,24720.090163603425
24670,22772.756023816764,22186.487769447267,22015.92513950169,23482.423541001976
25721,23848.952298678458,21556.80138570816,23237.52201464772,24866.621897518635
27309,24422.19879319519,23166.562796033922,24195.27627676725,25969.11921915412
26591,24899.345937997103,25014.20651420952,24932.06238697469,27098.428553968668
26288,25738.118606850498,26369.367671847343,25932.62979424,28317.207814365625
