,0,1,2
4335,4335,2014-09-29 07:30:00,16864
4336,4336,2014-09-29 08:00:00,17399
4337,4337,2014-09-29 08:30:00,16671
4338,4338,2014-09-29 09:00:00,15478
4339,4339,2014-09-29 09:30:00,14677
4340,4340,2014-09-29 10:00:00,14935
4341,4341,2014-09-29 10:30:00,15392
4342,4342,2014-09-29 11:00:00,15147
4343,4343,2014-09-29 11:30:00,16345
4344,4344,2014-09-29 12:00:00,16382
4345,4345,2014-09-29 12:30:00,15798
4346,4346,2014-09-29 13:00:00,15584
4347,4347,2014-09-29 13:30:00,16544
4348,4348,2014-09-29 14:00:00,17377
4349,4349,2014-09-29 14:30:00,18345
4350,4350,2014-09-29 15:00:00,18004
4351,4351,2014-09-29 15:30:00,16863
4352,4352,2014-09-29 16:00:00,15714
4353,4353,2014-09-29 16:30:00,14743
4354,4354,2014-09-29 17:00:00,17579
4355,4355,2014-09-29 17:30:00,21604
4356,4356,2014-09-29 18:00:00,23120
4357,4357,2014-09-29 18:30:00,22717
4358,4358,2014-09-29 19:00:00,22757
4359,4359,2014-09-29 19:30:00,22311
4360,4360,2014-09-29 20:00:00,21642
4361,4361,2014-09-29 20:30:00,20568
4362,4362,2014-09-29 21:00:00,19969
4363,4363,2014-09-29 21:30:00,19484
4364,4364,2014-09-29 22:00:00,17993
4365,4365,2014-09-29 22:30:00,17446
4366,4366,2014-09-29 23:00:00,13722
4367,4367,2014-09-29 23:30:00,11549
4368,4368,2014-09-30 00:00:00,9459
4369,4369,2014-09-30 00:30:00,6800
4370,4370,2014-09-30 01:00:00,5323
4371,4371,2014-09-30 01:30:00,3976
4372,4372,2014-09-30 02:00:00,3279
4373,4373,2014-09-30 02:30:00,2617
4374,4374,2014-09-30 03:00:00,2010
4375,4375,2014-09-30 03:30:00,1853
4376,4376,2014-09-30 04:00:00,2150
4377,4377,2014-09-30 04:30:00,2019
4378,4378,2014-09-30 05:00:00,2414
4379,4379,2014-09-30 05:30:00,4193
4380,4380,2014-09-30 06:00:00,6473
4381,4381,2014-09-30 06:30:00,11500
4382,4382,2014-09-30 07:00:00,14892
4383,4383,2014-09-30 07:30:00,19148
4384,4384,2014-09-30 08:00:00,19942
4385,4385,2014-09-30 08:30:00,19874
4386,4386,2014-09-30 09:00:00,18453
4387,4387,2014-09-30 09:30:00,18316
4388,4388,2014-09-30 10:00:00,16768
4389,4389,2014-09-30 10:30:00,16430
4390,4390,2014-09-30 11:00:00,16035
4391,4391,2014-09-30 11:30:00,17493
4392,4392,2014-09-30 12:00:00,17298
4393,4393,2014-09-30 12:30:00,16790
4394,4394,2014-09-30 13:00:00,15966
4395,4395,2014-09-30 13:30:00,17428
4396,4396,2014-09-30 14:00:00,18268
4397,4397,2014-09-30 14:30:00,18462
4398,4398,2014-09-30 15:00:00,18361
4399,4399,2014-09-30 15:30:00,16495
4400,4400,2014-09-30 16:00:00,14614
4401,4401,2014-09-30 16:30:00,14124
4402,4402,2014-09-30 17:00:00,17230
4403,4403,2014-09-30 17:30:00,20123
4404,4404,2014-09-30 18:00:00,22947
4405,4405,2014-09-30 18:30:00,23715
4406,4406,2014-09-30 19:00:00,24428
4407,4407,2014-09-30 19:30:00,24482
4408,4408,2014-09-30 20:00:00,24208
4409,4409,2014-09-30 20:30:00,23513
4410,4410,2014-09-30 21:00:00,24049
4411,4411,2014-09-30 21:30:00,23634
4412,4412,2014-09-30 22:00:00,22175
4413,4413,2014-09-30 22:30:00,20697
4414,4414,2014-09-30 23:00:00,17890
4415,4415,2014-09-30 23:30:00,15516
4416,4416,2014-10-01 00:00:00,12751
4417,4417,2014-10-01 00:30:00,8767
4418,4418,2014-10-01 01:00:00,7005
4419,4419,2014-10-01 01:30:00,5257
4420,4420,2014-10-01 02:00:00,4189
4421,4421,2014-10-01 02:30:00,3236
4422,4422,2014-10-01 03:00:00,2817
4423,4423,2014-10-01 03:30:00,2527
4424,4424,2014-10-01 04:00:00,2406
4425,4425,2014-10-01 04:30:00,1961
4426,4426,2014-10-01 05:00:00,2478
4427,4427,2014-10-01 05:30:00,4483
4428,4428,2014-10-01 06:00:00,7002
4429,4429,2014-10-01 06:30:00,11917
4430,4430,2014-10-01 07:00:00,15929
4431,4431,2014-10-01 07:30:00,20327
4432,4432,2014-10-01 08:00:00,20974
4433,4433,2014-10-01 08:30:00,20999
4434,4434,2014-10-01 09:00:00,19639
4435,4435,2014-10-01 09:30:00,19221
4436,4436,2014-10-01 10:00:00,17308
4437,4437,2014-10-01 10:30:00,17140
4438,4438,2014-10-01 11:00:00,16773
4439,4439,2014-10-01 11:30:00,19397
4440,4440,2014-10-01 12:00:00,18697
4441,4441,2014-10-01 12:30:00,18042
4442,4442,2014-10-01 13:00:00,17332
4443,4443,2014-10-01 13:30:00,17585
4444,4444,2014-10-01 14:00:00,18263
4445,4445,2014-10-01 14:30:00,18842
4446,4446,2014-10-01 15:00:00,18583
4447,4447,2014-10-01 15:30:00,17301
4448,4448,2014-10-01 16:00:00,15060
4449,4449,2014-10-01 16:30:00,14201
4450,4450,2014-10-01 17:00:00,16655
4451,4451,2014-10-01 17:30:00,19964
4452,4452,2014-10-01 18:00:00,22960
4453,4453,2014-10-01 18:30:00,23759
4454,4454,2014-10-01 19:00:00,25024
4455,4455,2014-10-01 19:30:00,25414
4456,4456,2014-10-01 20:00:00,24917
4457,4457,2014-10-01 20:30:00,24348
4458,4458,2014-10-01 21:00:00,24248
4459,4459,2014-10-01 21:30:00,24669
4460,4460,2014-10-01 22:00:00,23132
4461,4461,2014-10-01 22:30:00,22753
4462,4462,2014-10-01 23:00:00,20371
4463,4463,2014-10-01 23:30:00,17313
4464,4464,2014-10-02 00:00:00,13534
4465,4465,2014-10-02 00:30:00,10485
4466,4466,2014-10-02 01:00:00,7944
4467,4467,2014-10-02 01:30:00,6030
4468,4468,2014-10-02 02:00:00,4867
4469,4469,2014-10-02 02:30:00,3812
4470,4470,2014-10-02 03:00:00,3251
4471,4471,2014-10-02 03:30:00,2738
4472,4472,2014-10-02 04:00:00,2755
4473,4473,2014-10-02 04:30:00,2221
4474,4474,2014-10-02 05:00:00,2363
4475,4475,2014-10-02 05:30:00,4351
4476,4476,2014-10-02 06:00:00,6835
4477,4477,2014-10-02 06:30:00,11982
4478,4478,2014-10-02 07:00:00,15844
4479,4479,2014-10-02 07:30:00,19853
4480,4480,2014-10-02 08:00:00,20187
4481,4481,2014-10-02 08:30:00,20480
4482,4482,2014-10-02 09:00:00,19531
4483,4483,2014-10-02 09:30:00,18873
4484,4484,2014-10-02 10:00:00,17534
4485,4485,2014-10-02 10:30:00,17803
4486,4486,2014-10-02 11:00:00,16994
4487,4487,2014-10-02 11:30:00,18149
4488,4488,2014-10-02 12:00:00,18251
4489,4489,2014-10-02 12:30:00,17723
4490,4490,2014-10-02 13:00:00,17104
4491,4491,2014-10-02 13:30:00,18124
4492,4492,2014-10-02 14:00:00,18680
4493,4493,2014-10-02 14:30:00,19364
4494,4494,2014-10-02 15:00:00,19044
4495,4495,2014-10-02 15:30:00,16883
4496,4496,2014-10-02 16:00:00,14389
4497,4497,2014-10-02 16:30:00,13866
4498,4498,2014-10-02 17:00:00,17005
4499,4499,2014-10-02 17:30:00,20674
4500,4500,2014-10-02 18:00:00,22678
4501,4501,2014-10-02 18:30:00,23225
4502,4502,2014-10-02 19:00:00,25012
4503,4503,2014-10-02 19:30:00,25574
4504,4504,2014-10-02 20:00:00,25301
4505,4505,2014-10-02 20:30:00,25391
4506,4506,2014-10-02 21:00:00,25520
4507,4507,2014-10-02 21:30:00,25582
4508,4508,2014-10-02 22:00:00,24848
4509,4509,2014-10-02 22:30:00,24100
4510,4510,2014-10-02 23:00:00,23336
4511,4511,2014-10-02 23:30:00,21549
4512,4512,2014-10-03 00:00:00,18003
4513,4513,2014-10-03 00:30:00,15266
4514,4514,2014-10-03 01:00:00,12130
4515,4515,2014-10-03 01:30:00,9847
4516,4516,2014-10-03 02:00:00,8022
4517,4517,2014-10-03 02:30:00,6508
4518,4518,2014-10-03 03:00:00,5309
4519,4519,2014-10-03 03:30:00,4339
4520,4520,2014-10-03 04:00:00,4202
4521,4521,2014-10-03 04:30:00,3358
4522,4522,2014-10-03 05:00:00,3083
4523,4523,2014-10-03 05:30:00,4391
4524,4524,2014-10-03 06:00:00,6769
4525,4525,2014-10-03 06:30:00,11309
4526,4526,2014-10-03 07:00:00,14866
4527,4527,2014-10-03 07:30:00,18942
4528,4528,2014-10-03 08:00:00,19693
4529,4529,2014-10-03 08:30:00,19776
4530,4530,2014-10-03 09:00:00,19309
4531,4531,2014-10-03 09:30:00,18801
4532,4532,2014-10-03 10:00:00,17108
4533,4533,2014-10-03 10:30:00,16952
4534,4534,2014-10-03 11:00:00,17108
4535,4535,2014-10-03 11:30:00,17927
4536,4536,2014-10-03 12:00:00,18426
4537,4537,2014-10-03 12:30:00,17340
4538,4538,2014-10-03 13:00:00,17150
4539,4539,2014-10-03 13:30:00,17581
4540,4540,2014-10-03 14:00:00,18924
4541,4541,2014-10-03 14:30:00,19602
4542,4542,2014-10-03 15:00:00,18893
4543,4543,2014-10-03 15:30:00,16691
4544,4544,2014-10-03 16:00:00,15332
4545,4545,2014-10-03 16:30:00,14661
4546,4546,2014-10-03 17:00:00,18110
4547,4547,2014-10-03 17:30:00,22624
4548,4548,2014-10-03 18:00:00,25209
4549,4549,2014-10-03 18:30:00,24975
4550,4550,2014-10-03 19:00:00,26477
4551,4551,2014-10-03 19:30:00,27165
4552,4552,2014-10-03 20:00:00,25960
4553,4553,2014-10-03 20:30:00,25435
4554,4554,2014-10-03 21:00:00,24847
4555,4555,2014-10-03 21:30:00,25174
4556,4556,2014-10-03 22:00:00,25419
4557,4557,2014-10-03 22:30:00,25904
4558,4558,2014-10-03 23:00:00,24543
4559,4559,2014-10-03 23:30:00,24513
4560,4560,2014-10-04 00:00:00,23316
4561,4561,2014-10-04 00:30:00,22311
4562,4562,2014-10-04 01:00:00,20470
4563,4563,2014-10-04 01:30:00,18629
4564,4564,2014-10-04 02:00:00,17120
4565,4565,2014-10-04 02:30:00,15544
4566,4566,2014-10-04 03:00:00,14012
4567,4567,2014-10-04 03:30:00,11425
4568,4568,2014-10-04 04:00:00,9541
4569,4569,2014-10-04 04:30:00,5912
4570,4570,2014-10-04 05:00:00,3832
4571,4571,2014-10-04 05:30:00,3230
4572,4572,2014-10-04 06:00:00,3425
4573,4573,2014-10-04 06:30:00,4159
4574,4574,2014-10-04 07:00:00,4720
4575,4575,2014-10-04 07:30:00,5848
4576,4576,2014-10-04 08:00:00,6901
4577,4577,2014-10-04 08:30:00,9611
4578,4578,2014-10-04 09:00:00,11626
4579,4579,2014-10-04 09:30:00,14814
4580,4580,2014-10-04 10:00:00,16839
4581,4581,2014-10-04 10:30:00,18245
4582,4582,2014-10-04 11:00:00,18230
4583,4583,2014-10-04 11:30:00,18322
4584,4584,2014-10-04 12:00:00,18541
4585,4585,2014-10-04 12:30:00,18062
4586,4586,2014-10-04 13:00:00,18008
4587,4587,2014-10-04 13:30:00,18784
4588,4588,2014-10-04 14:00:00,17708
4589,4589,2014-10-04 14:30:00,17998
4590,4590,2014-10-04 15:00:00,18033
4591,4591,2014-10-04 15:30:00,17851
4592,4592,2014-10-04 16:00:00,17046
4593,4593,2014-10-04 16:30:00,17241
4594,4594,2014-10-04 17:00:00,19295
4595,4595,2014-10-04 17:30:00,21740
4596,4596,2014-10-04 18:00:00,22729
4597,4597,2014-10-04 18:30:00,23854
4598,4598,2014-10-04 19:00:00,25857
4599,4599,2014-10-04 19:30:00,26490
4600,4600,2014-10-04 20:00:00,24115
4601,4601,2014-10-04 20:30:00,23384
4602,4602,2014-10-04 21:00:00,23515
4603,4603,2014-10-04 21:30:00,24476
4604,4604,2014-10-04 22:00:00,24455
4605,4605,2014-10-04 22:30:00,25474
4606,4606,2014-10-04 23:00:00,25811
4607,4607,2014-10-04 23:30:00,25847
4608,4608,2014-10-05 00:00:00,25224
4609,4609,2014-10-05 00:30:00,23248
4610,4610,2014-10-05 01:00:00,22772
4611,4611,2014-10-05 01:30:00,20671
4612,4612,2014-10-05 02:00:00,19208
4613,4613,2014-10-05 02:30:00,17300
4614,4614,2014-10-05 03:00:00,15260
4615,4615,2014-10-05 03:30:00,12970
4616,4616,2014-10-05 04:00:00,11168
4617,4617,2014-10-05 04:30:00,6678
4618,4618,2014-10-05 05:00:00,4321
4619,4619,2014-10-05 05:30:00,3259
4620,4620,2014-10-05 06:00:00,3277
4621,4621,2014-10-05 06:30:00,4072
4622,4622,2014-10-05 07:00:00,4566
4623,4623,2014-10-05 07:30:00,5973
4624,4624,2014-10-05 08:00:00,7209
4625,4625,2014-10-05 08:30:00,8999
4626,4626,2014-10-05 09:00:00,10669
4627,4627,2014-10-05 09:30:00,12678
4628,4628,2014-10-05 10:00:00,14511
4629,4629,2014-10-05 10:30:00,16953
4630,4630,2014-10-05 11:00:00,17817
4631,4631,2014-10-05 11:30:00,18894
4632,4632,2014-10-05 12:00:00,18505
4633,4633,2014-10-05 12:30:00,19227
4634,4634,2014-10-05 13:00:00,18361
4635,4635,2014-10-05 13:30:00,18014
4636,4636,2014-10-05 14:00:00,17486
4637,4637,2014-10-05 14:30:00,17816
4638,4638,2014-10-05 15:00:00,17364
4639,4639,2014-10-05 15:30:00,16871
4640,4640,2014-10-05 16:00:00,15497
4641,4641,2014-10-05 16:30:00,15185
4642,4642,2014-10-05 17:00:00,16114
4643,4643,2014-10-05 17:30:00,18312
4644,4644,2014-10-05 18:00:00,19793
4645,4645,2014-10-05 18:30:00,19706
4646,4646,2014-10-05 19:00:00,20198
4647,4647,2014-10-05 19:30:00,19790
4648,4648,2014-10-05 20:00:00,18192
4649,4649,2014-10-05 20:30:00,17701
4650,4650,2014-10-05 21:00:00,16484
4651,4651,2014-10-05 21:30:00,16626
4652,4652,2014-10-05 22:00:00,14889
4653,4653,2014-10-05 22:30:00,14114
4654,4654,2014-10-05 23:00:00,11870
4655,4655,2014-10-05 23:30:00,10041
4656,4656,2014-10-06 00:00:00,7997
4657,4657,2014-10-06 00:30:00,5689
4658,4658,2014-10-06 01:00:00,4351
4659,4659,2014-10-06 01:30:00,3348
4660,4660,2014-10-06 02:00:00,2809
4661,4661,2014-10-06 02:30:00,2193
4662,4662,2014-10-06 03:00:00,1752
4663,4663,2014-10-06 03:30:00,1731
4664,4664,2014-10-06 04:00:00,1994
4665,4665,2014-10-06 04:30:00,2178
4666,4666,2014-10-06 05:00:00,2787
4667,4667,2014-10-06 05:30:00,4578
4668,4668,2014-10-06 06:00:00,6816
4669,4669,2014-10-06 06:30:00,11243
4670,4670,2014-10-06 07:00:00,14265
4671,4671,2014-10-06 07:30:00,17395
4672,4672,2014-10-06 08:00:00,18327
4673,4673,2014-10-06 08:30:00,17729
4674,4674,2014-10-06 09:00:00,17870
4675,4675,2014-10-06 09:30:00,16982
4676,4676,2014-10-06 10:00:00,15335
4677,4677,2014-10-06 10:30:00,15998
4678,4678,2014-10-06 11:00:00,15414
4679,4679,2014-10-06 11:30:00,16233
4680,4680,2014-10-06 12:00:00,16499
4681,4681,2014-10-06 12:30:00,16380
4682,4682,2014-10-06 13:00:00,15414
4683,4683,2014-10-06 13:30:00,16720
4684,4684,2014-10-06 14:00:00,17137
4685,4685,2014-10-06 14:30:00,18046
4686,4686,2014-10-06 15:00:00,18110
4687,4687,2014-10-06 15:30:00,17087
4688,4688,2014-10-06 16:00:00,15794
4689,4689,2014-10-06 16:30:00,15965
4690,4690,2014-10-06 17:00:00,18732
4691,4691,2014-10-06 17:30:00,21107
4692,4692,2014-10-06 18:00:00,23450
4693,4693,2014-10-06 18:30:00,24200
4694,4694,2014-10-06 19:00:00,24518
4695,4695,2014-10-06 19:30:00,23704
4696,4696,2014-10-06 20:00:00,22112
4697,4697,2014-10-06 20:30:00,20986
4698,4698,2014-10-06 21:00:00,21032
4699,4699,2014-10-06 21:30:00,19963
4700,4700,2014-10-06 22:00:00,18986
4701,4701,2014-10-06 22:30:00,17125
4702,4702,2014-10-06 23:00:00,15528
4703,4703,2014-10-06 23:30:00,11610
4704,4704,2014-10-07 00:00:00,9469
4705,4705,2014-10-07 00:30:00,6605
4706,4706,2014-10-07 01:00:00,5283
4707,4707,2014-10-07 01:30:00,4152
4708,4708,2014-10-07 02:00:00,3319
4709,4709,2014-10-07 02:30:00,2432
4710,4710,2014-10-07 03:00:00,1968
4711,4711,2014-10-07 03:30:00,1769
4712,4712,2014-10-07 04:00:00,2018
4713,4713,2014-10-07 04:30:00,1933
4714,4714,2014-10-07 05:00:00,2240
4715,4715,2014-10-07 05:30:00,4305
4716,4716,2014-10-07 06:00:00,6719
4717,4717,2014-10-07 06:30:00,11392
4718,4718,2014-10-07 07:00:00,14960
4719,4719,2014-10-07 07:30:00,18975
4720,4720,2014-10-07 08:00:00,19602
4721,4721,2014-10-07 08:30:00,19572
4722,4722,2014-10-07 09:00:00,18772
4723,4723,2014-10-07 09:30:00,17757
4724,4724,2014-10-07 10:00:00,16706
4725,4725,2014-10-07 10:30:00,16601
4726,4726,2014-10-07 11:00:00,15673
4727,4727,2014-10-07 11:30:00,16929
4728,4728,2014-10-07 12:00:00,17435
4729,4729,2014-10-07 12:30:00,16953
4730,4730,2014-10-07 13:00:00,16417
4731,4731,2014-10-07 13:30:00,17022
4732,4732,2014-10-07 14:00:00,17540
4733,4733,2014-10-07 14:30:00,18417
4734,4734,2014-10-07 15:00:00,18698
4735,4735,2014-10-07 15:30:00,16193
4736,4736,2014-10-07 16:00:00,14544
4737,4737,2014-10-07 16:30:00,13864
4738,4738,2014-10-07 17:00:00,17041
4739,4739,2014-10-07 17:30:00,20434
4740,4740,2014-10-07 18:00:00,23029
4741,4741,2014-10-07 18:30:00,23711
4742,4742,2014-10-07 19:00:00,24817
4743,4743,2014-10-07 19:30:00,24933
4744,4744,2014-10-07 20:00:00,24002
4745,4745,2014-10-07 20:30:00,23651
4746,4746,2014-10-07 21:00:00,23764
4747,4747,2014-10-07 21:30:00,23224
4748,4748,2014-10-07 22:00:00,22020
4749,4749,2014-10-07 22:30:00,22214
4750,4750,2014-10-07 23:00:00,21446
4751,4751,2014-10-07 23:30:00,15974
4752,4752,2014-10-08 00:00:00,12484
4753,4753,2014-10-08 00:30:00,9130
4754,4754,2014-10-08 01:00:00,6693
4755,4755,2014-10-08 01:30:00,5333
4756,4756,2014-10-08 02:00:00,3820
4757,4757,2014-10-08 02:30:00,3065
4758,4758,2014-10-08 03:00:00,2511
4759,4759,2014-10-08 03:30:00,2299
4760,4760,2014-10-08 04:00:00,2318
4761,4761,2014-10-08 04:30:00,2125
4762,4762,2014-10-08 05:00:00,2484
4763,4763,2014-10-08 05:30:00,4358
4764,4764,2014-10-08 06:00:00,6790
4765,4765,2014-10-08 06:30:00,11660
4766,4766,2014-10-08 07:00:00,15780
4767,4767,2014-10-08 07:30:00,19516
4768,4768,2014-10-08 08:00:00,20307
4769,4769,2014-10-08 08:30:00,19954
4770,4770,2014-10-08 09:00:00,18254
4771,4771,2014-10-08 09:30:00,18010
4772,4772,2014-10-08 10:00:00,17206
4773,4773,2014-10-08 10:30:00,17213
4774,4774,2014-10-08 11:00:00,16691
4775,4775,2014-10-08 11:30:00,18259
4776,4776,2014-10-08 12:00:00,18151
4777,4777,2014-10-08 12:30:00,17555
4778,4778,2014-10-08 13:00:00,16944
4779,4779,2014-10-08 13:30:00,17728
4780,4780,2014-10-08 14:00:00,18074
4781,4781,2014-10-08 14:30:00,18993
4782,4782,2014-10-08 15:00:00,18695
4783,4783,2014-10-08 15:30:00,17191
4784,4784,2014-10-08 16:00:00,15023
4785,4785,2014-10-08 16:30:00,14164
4786,4786,2014-10-08 17:00:00,17004
4787,4787,2014-10-08 17:30:00,20361
4788,4788,2014-10-08 18:00:00,23633
4789,4789,2014-10-08 18:30:00,24661
4790,4790,2014-10-08 19:00:00,25754
4791,4791,2014-10-08 19:30:00,25671
4792,4792,2014-10-08 20:00:00,25156
4793,4793,2014-10-08 20:30:00,24961
4794,4794,2014-10-08 21:00:00,24938
4795,4795,2014-10-08 21:30:00,24851
4796,4796,2014-10-08 22:00:00,24683
4797,4797,2014-10-08 22:30:00,23411
4798,4798,2014-10-08 23:00:00,20599
4799,4799,2014-10-08 23:30:00,17147
4800,4800,2014-10-09 00:00:00,13602
4801,4801,2014-10-09 00:30:00,10452
4802,4802,2014-10-09 01:00:00,7836
4803,4803,2014-10-09 01:30:00,6040
4804,4804,2014-10-09 02:00:00,4981
4805,4805,2014-10-09 02:30:00,3613
4806,4806,2014-10-09 03:00:00,2923
4807,4807,2014-10-09 03:30:00,2632
4808,4808,2014-10-09 04:00:00,2912
4809,4809,2014-10-09 04:30:00,2577
4810,4810,2014-10-09 05:00:00,2921
4811,4811,2014-10-09 05:30:00,4679
4812,4812,2014-10-09 06:00:00,6693
4813,4813,2014-10-09 06:30:00,12140
4814,4814,2014-10-09 07:00:00,15534
4815,4815,2014-10-09 07:30:00,19974
4816,4816,2014-10-09 08:00:00,20533
4817,4817,2014-10-09 08:30:00,19988
4818,4818,2014-10-09 09:00:00,19239
4819,4819,2014-10-09 09:30:00,18788
4820,4820,2014-10-09 10:00:00,17934
4821,4821,2014-10-09 10:30:00,18048
4822,4822,2014-10-09 11:00:00,17415
4823,4823,2014-10-09 11:30:00,18292
4824,4824,2014-10-09 12:00:00,18506
4825,4825,2014-10-09 12:30:00,18180
4826,4826,2014-10-09 13:00:00,17401
4827,4827,2014-10-09 13:30:00,18973
4828,4828,2014-10-09 14:00:00,19361
4829,4829,2014-10-09 14:30:00,19722
4830,4830,2014-10-09 15:00:00,19572
4831,4831,2014-10-09 15:30:00,17500
4832,4832,2014-10-09 16:00:00,15213
4833,4833,2014-10-09 16:30:00,14457
4834,4834,2014-10-09 17:00:00,17736
4835,4835,2014-10-09 17:30:00,21319
4836,4836,2014-10-09 18:00:00,23270
4837,4837,2014-10-09 18:30:00,24892
4838,4838,2014-10-09 19:00:00,26555
4839,4839,2014-10-09 19:30:00,26743
4840,4840,2014-10-09 20:00:00,26376
4841,4841,2014-10-09 20:30:00,26311
4842,4842,2014-10-09 21:00:00,26179
4843,4843,2014-10-09 21:30:00,26774
4844,4844,2014-10-09 22:00:00,26449
4845,4845,2014-10-09 22:30:00,25459
4846,4846,2014-10-09 23:00:00,23927
4847,4847,2014-10-09 23:30:00,21851
4848,4848,2014-10-10 00:00:00,18756
4849,4849,2014-10-10 00:30:00,14990
4850,4850,2014-10-10 01:00:00,13865
4851,4851,2014-10-10 01:30:00,10263
4852,4852,2014-10-10 02:00:00,7873
4853,4853,2014-10-10 02:30:00,6480
4854,4854,2014-10-10 03:00:00,5094
4855,4855,2014-10-10 03:30:00,4217
4856,4856,2014-10-10 04:00:00,4289
4857,4857,2014-10-10 04:30:00,3640
4858,4858,2014-10-10 05:00:00,3376
4859,4859,2014-10-10 05:30:00,5145
4860,4860,2014-10-10 06:00:00,7144
4861,4861,2014-10-10 06:30:00,11739
4862,4862,2014-10-10 07:00:00,15197
4863,4863,2014-10-10 07:30:00,19716
4864,4864,2014-10-10 08:00:00,20851
4865,4865,2014-10-10 08:30:00,20463
4866,4866,2014-10-10 09:00:00,19658
4867,4867,2014-10-10 09:30:00,19287
4868,4868,2014-10-10 10:00:00,17986
4869,4869,2014-10-10 10:30:00,17776
4870,4870,2014-10-10 11:00:00,17735
4871,4871,2014-10-10 11:30:00,18716
4872,4872,2014-10-10 12:00:00,19032
4873,4873,2014-10-10 12:30:00,17702
4874,4874,2014-10-10 13:00:00,17023
4875,4875,2014-10-10 13:30:00,18352
4876,4876,2014-10-10 14:00:00,19791
4877,4877,2014-10-10 14:30:00,20131
4878,4878,2014-10-10 15:00:00,18645
4879,4879,2014-10-10 15:30:00,16572
4880,4880,2014-10-10 16:00:00,14736
4881,4881,2014-10-10 16:30:00,13731
4882,4882,2014-10-10 17:00:00,17166
4883,4883,2014-10-10 17:30:00,20392
4884,4884,2014-10-10 18:00:00,22838
4885,4885,2014-10-10 18:30:00,23791
4886,4886,2014-10-10 19:00:00,25914
4887,4887,2014-10-10 19:30:00,26355
4888,4888,2014-10-10 20:00:00,25656
4889,4889,2014-10-10 20:30:00,25449
4890,4890,2014-10-10 21:00:00,25448
4891,4891,2014-10-10 21:30:00,25823
4892,4892,2014-10-10 22:00:00,25813
4893,4893,2014-10-10 22:30:00,26407
4894,4894,2014-10-10 23:00:00,26898
4895,4895,2014-10-10 23:30:00,26587
4896,4896,2014-10-11 00:00:00,25257
4897,4897,2014-10-11 00:30:00,23717
4898,4898,2014-10-11 01:00:00,22541
4899,4899,2014-10-11 01:30:00,19773
4900,4900,2014-10-11 02:00:00,19652
4901,4901,2014-10-11 02:30:00,16294
4902,4902,2014-10-11 03:00:00,13968
4903,4903,2014-10-11 03:30:00,12000
4904,4904,2014-10-11 04:00:00,10432
4905,4905,2014-10-11 04:30:00,6402
4906,4906,2014-10-11 05:00:00,4443
4907,4907,2014-10-11 05:30:00,3481
4908,4908,2014-10-11 06:00:00,3971
4909,4909,2014-10-11 06:30:00,5191
4910,4910,2014-10-11 07:00:00,6434
4911,4911,2014-10-11 07:30:00,8435
4912,4912,2014-10-11 08:00:00,10255
4913,4913,2014-10-11 08:30:00,13847
4914,4914,2014-10-11 09:00:00,14970
4915,4915,2014-10-11 09:30:00,18403
4916,4916,2014-10-11 10:00:00,19338
4917,4917,2014-10-11 10:30:00,21107
4918,4918,2014-10-11 11:00:00,20821
4919,4919,2014-10-11 11:30:00,21854
4920,4920,2014-10-11 12:00:00,21813
4921,4921,2014-10-11 12:30:00,22250
4922,4922,2014-10-11 13:00:00,21450
4923,4923,2014-10-11 13:30:00,21271
4924,4924,2014-10-11 14:00:00,20595
4925,4925,2014-10-11 14:30:00,20863
4926,4926,2014-10-11 15:00:00,20262
4927,4927,2014-10-11 15:30:00,21024
4928,4928,2014-10-11 16:00:00,19141
4929,4929,2014-10-11 16:30:00,17903
4930,4930,2014-10-11 17:00:00,19903
4931,4931,2014-10-11 17:30:00,22820
4932,4932,2014-10-11 18:00:00,24243
4933,4933,2014-10-11 18:30:00,25880
4934,4934,2014-10-11 19:00:00,26756
4935,4935,2014-10-11 19:30:00,26593
4936,4936,2014-10-11 20:00:00,25248
4937,4937,2014-10-11 20:30:00,23934
4938,4938,2014-10-11 21:00:00,23401
4939,4939,2014-10-11 21:30:00,24145
4940,4940,2014-10-11 22:00:00,25308
4941,4941,2014-10-11 22:30:00,26284
4942,4942,2014-10-11 23:00:00,27136
4943,4943,2014-10-11 23:30:00,27099
4944,4944,2014-10-12 00:00:00,26610
4945,4945,2014-10-12 00:30:00,25400
4946,4946,2014-10-12 01:00:00,23992
4947,4947,2014-10-12 01:30:00,22359
4948,4948,2014-10-12 02:00:00,21054
4949,4949,2014-10-12 02:30:00,18812
4950,4950,2014-10-12 03:00:00,16584
4951,4951,2014-10-12 03:30:00,14204
4952,4952,2014-10-12 04:00:00,11990
4953,4953,2014-10-12 04:30:00,7092
4954,4954,2014-10-12 05:00:00,4311
4955,4955,2014-10-12 05:30:00,3844
4956,4956,2014-10-12 06:00:00,3796
4957,4957,2014-10-12 06:30:00,4755
4958,4958,2014-10-12 07:00:00,4491
4959,4959,2014-10-12 07:30:00,5559
4960,4960,2014-10-12 08:00:00,6959
4961,4961,2014-10-12 08:30:00,9127
4962,4962,2014-10-12 09:00:00,11015
4963,4963,2014-10-12 09:30:00,13961
4964,4964,2014-10-12 10:00:00,15445
4965,4965,2014-10-12 10:30:00,17923
4966,4966,2014-10-12 11:00:00,18438
4967,4967,2014-10-12 11:30:00,19592
4968,4968,2014-10-12 12:00:00,19733
4969,4969,2014-10-12 12:30:00,19766
4970,4970,2014-10-12 13:00:00,19809
